ID,Data da Compra,Nome Cliente,Idade,Gênero,Cidade Cliente,Estado Cliente,Carro Vendido,Marca,Ano do Carro,Valor do Carro,Cor,Automático,Portas,Empréstimo,Tipo Cliente,Nome Loja
2468,2023-03-13,Meghan Hall,37,Feminino,Belo Horizonte,MG,Ranger,Ford,2020,179583.7,Preto,Não,4,Não,PF,Carro Ideal
2469,2023-07-19,Nathan Campbell,26,Feminino,Belo Horizonte,MG,Ranger,Ford,2015,281468.02,Azul,Não,2,Não,PJ,Super Carros
2470,2021-12-10,Connor May,49,Feminino,Uberlândia,MG,i30,Hyundai,2020,82758.57,Prata,Sim,2,Não,PF,Fácil Carro
2471,2022-04-08,Lisa Hudson,68,Masculino,Niterói,RJ,Corolla,Toyota,2016,107270.65,Branco,Não,2,Não,PJ,Fácil Carro
2472,2020-03-13,Ashley Shepard,64,Feminino,Volta Redonda,RJ,Ranger,Ford,2019,96693.53,Cinza,Não,4,Não,PF,Meu Carro Novo
2473,2020-05-06,Cameron Scott,24,Masculino,Betim,MG,Gol,Volkswagen,2016,48402.13,Bege,Sim,2,Não,PJ,Meu Carro Novo
2474,2023-03-06,Ashley Wall DVM,33,Feminino,Caxias do Sul,RS,Ka,Ford,2021,85557.94,Prata,Sim,4,Não,PF,Carros & Cia
2475,2022-04-02,Kathryn Smith,40,Feminino,Niterói,RJ,HR-V,Honda,2022,245802.78,Bege,Não,2,Não,PJ,Viva Carros
2476,2023-12-21,Richard Reyes,42,Masculino,Porto Alegre,RS,Ka,Ford,2020,48853.46,Cinza,Sim,2,Não,PJ,Super Carros
2477,2021-09-19,Molly Allen PhD,68,Masculino,Uberlândia,MG,Virtus,Volkswagen,2018,164627.51,Bege,Sim,2,Não,PF,Brasil Carros
2478,2023-10-16,Tiffany Velasquez,39,Masculino,Anápolis,GO,HR-V,Honda,2016,263855.62,Cinza,Sim,4,Sim,PF,Fácil Carro
2479,2023-01-21,Andrew Ruiz,70,Feminino,Luziânia,GO,Ranger,Ford,2017,265754.43,Verde,Sim,4,Não,PF,Top Car Veículos
2480,2023-07-08,Alan Johnson,36,Feminino,Betim,MG,Polo,Volkswagen,2020,42664.09,Preto,Sim,2,Não,PJ,AutoCenter
2481,2023-09-08,Matthew Miller,64,Masculino,Salvador,BA,Ka,Ford,2015,41690.95,Azul,Sim,2,Não,PF,Meu Carro Novo
2482,2024-06-13,Sharon Crane,38,Feminino,Caxias do Sul,RS,Yaris,Toyota,2017,171336.78,Vermelho,Sim,4,Não,PJ,AutoCenter
2483,2020-08-28,Keith Williams,29,Masculino,Betim,MG,Cobalt,Chevrolet,2015,81004.03,Branco,Sim,4,Sim,PF,Carros & Cia
2484,2023-09-07,Samuel Phillips,35,Feminino,Recife,PE,Onix,Chevrolet,2018,69080.44,Amarelo,Não,2,Sim,PF,Carros & Cia
2485,2023-11-11,Robert Jacobson,63,Feminino,São Paulo,SP,Corolla,Toyota,2021,96645.45,Amarelo,Sim,4,Sim,PJ,Carros & Cia
2486,2022-03-25,Matthew Wright,53,Masculino,Caxias do Sul,RS,S10,Chevrolet,2018,269348.35,Amarelo,Sim,2,Não,PF,Super Carros
2487,2019-09-20,Robin Dominguez,35,Feminino,Recife,PE,Hilux,Toyota,2017,159094.3,Preto,Não,4,Sim,PF,Brasil Carros
2488,2023-09-01,Mr. Darryl Anderson,56,Feminino,Rio de Janeiro,RJ,S10,Chevrolet,2021,303176.89,Bege,Sim,4,Sim,PF,Super Carros
2489,2024-10-11,David Thompson,44,Masculino,Vitória da Conquista,BA,Creta,Hyundai,2023,287453.77,Amarelo,Sim,4,Não,PJ,Carro Ideal
2490,2023-03-17,Sandra Clarke,44,Feminino,Joinville,SC,i30,Hyundai,2021,436935.65,Preto,Sim,2,Sim,PJ,Top Car Veículos
2491,2023-11-28,Cindy Davis,36,Masculino,Blumenau,SC,Cobalt,Chevrolet,2022,174569.05,Azul,Sim,4,Não,PJ,Top Car Veículos
2492,2024-04-26,Debbie Morales,61,Masculino,Juiz de Fora,MG,HB20,Hyundai,2018,80517.85,Vermelho,Sim,2,Não,PF,Brasil Carros
2493,2023-03-21,Benjamin Hoffman,29,Feminino,Salvador,BA,Polo,Volkswagen,2019,56801.36,Vermelho,Sim,2,Sim,PJ,Fácil Carro
2494,2020-05-03,William Stevenson,28,Feminino,Duque de Caxias,RJ,Creta,Hyundai,2017,121020.37,Verde,Sim,4,Sim,PF,Viva Carros
2495,2019-12-11,Tim Levine,31,Feminino,Lages,SC,Focus,Ford,2018,230330.65,Azul,Não,4,Não,PJ,Viva Carros
2496,2021-07-03,Mark Bryant,25,Feminino,Joinville,SC,Hilux,Toyota,2020,269969.4,Verde,Sim,4,Não,PF,Brasil Carros
2497,2024-08-03,Gina Ferguson,54,Feminino,Rio de Janeiro,RJ,Hilux,Toyota,2021,165313.26,Prata,Não,2,Sim,PJ,Super Carros
2498,2022-07-11,Victor Barber,33,Feminino,Uberlândia,MG,Tracker,Chevrolet,2022,206600.16,Cinza,Sim,4,Sim,PF,Meu Carro Novo
2499,2021-06-20,Gerald Vega,49,Feminino,Santos,SP,Civic,Honda,2015,86032.17,Prata,Sim,2,Sim,PF,AutoCenter
2500,2023-04-26,Laura Williams,37,Feminino,Cachoeiro de Itapemirim,ES,Ranger,Ford,2015,277865.85,Preto,Não,4,Não,PF,Carro Ideal
2501,2022-04-15,Taylor Rios,31,Feminino,Criciúma,SC,Fit,Honda,2022,52215.62,Preto,Não,4,Não,PJ,Carros & Cia
2502,2021-06-22,Miranda Ford,70,Masculino,Goiânia,GO,i30,Hyundai,2018,79299.29,Cinza,Não,2,Não,PJ,Fácil Carro
2503,2020-07-03,Jeremy Hensley,34,Feminino,Salvador,BA,Focus,Ford,2020,185220.44,Azul,Não,2,Sim,PF,Meu Carro Novo
2504,2022-06-15,Kendra Skinner,36,Masculino,Serra,ES,S10,Chevrolet,2017,233717.41,Cinza,Sim,2,Não,PJ,Carros & Cia
2505,2019-12-14,Jessica Burton,36,Feminino,Guarapari,ES,HR-V,Honda,2015,131010.87,Branco,Sim,2,Não,PF,Fácil Carro
2506,2022-10-30,Laura Rodriguez,56,Masculino,Goiânia,GO,Creta,Hyundai,2016,136504.24,Bege,Não,2,Não,PJ,Carros do Brasil
2507,2022-01-17,Leah Johnson,66,Feminino,Passo Fundo,RS,i30,Hyundai,2018,149758.26,Bege,Não,2,Não,PF,Viva Carros
2508,2023-08-31,Darren Ruiz,19,Masculino,Guarapari,ES,Hilux,Toyota,2015,305803.83,Cinza,Sim,2,Sim,PF,Brasil Carros
2509,2021-08-19,Melissa Kennedy,26,Feminino,São Bernardo do Campo,SP,HB20,Hyundai,2016,53206.22,Verde,Sim,2,Não,PJ,AutoCenter
2510,2021-02-20,William Tyler,40,Feminino,São Paulo,SP,Corolla,Toyota,2021,104346.95,Bege,Sim,4,Não,PJ,Carros do Brasil
2511,2024-09-25,Stephanie White,48,Masculino,Salvador,BA,Civic,Honda,2017,164296.26,Bege,Sim,2,Não,PJ,Fácil Carro
2512,2024-12-23,Jacqueline Moore,23,Feminino,Volta Redonda,RJ,HR-V,Honda,2021,197746.01,Prata,Não,2,Não,PJ,Viva Carros
2513,2020-10-30,Melissa Carr,66,Feminino,Sorocaba,SP,Cobalt,Chevrolet,2019,437366.4,Bege,Sim,2,Não,PF,Top Car Veículos
2514,2019-09-10,Jared Anderson,25,Feminino,Pelotas,RS,Ka,Ford,2016,30826.42,Amarelo,Sim,4,Não,PF,Carros do Brasil
2515,2021-05-26,Nicholas Wyatt,62,Feminino,Cabo Frio,RJ,Ranger,Ford,2016,127355.76,Cinza,Sim,4,Não,PF,Super Carros
2516,2019-09-09,Nicole Harrington,65,Feminino,Recife,PE,Fit,Honda,2018,46317.35,Vermelho,Não,2,Sim,PF,AutoCenter
2517,2020-08-01,Pamela Grant,33,Masculino,Vitória da Conquista,BA,Fit,Honda,2019,48391.7,Verde,Sim,4,Não,PF,Fácil Carro
2518,2023-07-10,Todd Parker,51,Feminino,Betim,MG,Creta,Hyundai,2017,199760.61,Bege,Sim,4,Não,PF,Meu Carro Novo
2519,2019-02-21,Aaron Andrews,32,Masculino,Guarapari,ES,Yaris,Toyota,2017,127376.38,Amarelo,Não,2,Sim,PF,Super Carros
2520,2019-12-20,Juan Johnson,70,Feminino,Ponta Grossa,PR,HR-V,Honda,2015,136301.01,Verde,Não,4,Sim,PJ,Viva Carros
2521,2019-04-25,Haley Keller,39,Feminino,Blumenau,SC,Ka,Ford,2018,53780.11,Branco,Sim,2,Não,PJ,Brasil Carros
2522,2019-12-26,Susan Walker,40,Masculino,Londrina,PR,Civic,Honda,2018,77941.83,Azul,Sim,2,Sim,PJ,Super Carros
2523,2024-04-29,Hannah Lee,62,Feminino,Duque de Caxias,RJ,Focus,Ford,2015,238657.9,Branco,Sim,4,Sim,PJ,Brasil Carros
2524,2021-06-08,Randall Andersen,51,Masculino,Olinda,PE,Tracker,Chevrolet,2017,186351.54,Branco,Não,2,Não,PF,Carros do Brasil
2525,2024-07-26,Dawn Morrow,50,Masculino,Foz do Iguaçu,PR,S10,Chevrolet,2016,150364.42,Vermelho,Não,4,Sim,PF,Carros do Brasil
2526,2024-02-03,Tammy Pineda,40,Masculino,Criciúma,SC,Onix,Chevrolet,2020,48806.27,Bege,Não,4,Não,PF,Super Carros
2527,2020-08-19,Michael Lloyd,50,Feminino,Criciúma,SC,Civic,Honda,2016,124386.18,Verde,Não,2,Sim,PJ,Super Carros
2528,2023-03-22,Jennifer Dalton,39,Feminino,Blumenau,SC,Cobalt,Chevrolet,2021,179040.3,Branco,Sim,2,Sim,PF,Top Car Veículos
2529,2024-11-26,Ricky Wilkerson,47,Masculino,São Bernardo do Campo,SP,Focus,Ford,2022,81183.59,Azul,Sim,4,Sim,PJ,Carros & Cia
2530,2020-06-08,Sabrina Galvan,29,Masculino,Curitiba,PR,Polo,Volkswagen,2020,33893.13,Vermelho,Sim,2,Sim,PJ,AutoCenter
2531,2019-01-29,Morgan Brock,34,Masculino,Foz do Iguaçu,PR,Fit,Honda,2017,41676.84,Cinza,Sim,4,Não,PJ,Super Carros
2532,2024-06-09,Justin Nixon,57,Masculino,Santa Maria,RS,Ka,Ford,2019,47627.26,Verde,Sim,4,Não,PF,Viva Carros
2533,2024-06-01,Ryan Gray,47,Masculino,Sorocaba,SP,HB20,Hyundai,2020,57126.93,Preto,Sim,2,Não,PJ,Carro Ideal
2534,2020-10-16,Angela Moore,20,Masculino,Belo Horizonte,MG,Creta,Hyundai,2016,93968.26,Azul,Não,4,Sim,PJ,Carros do Brasil
2535,2023-02-19,William Romero,63,Masculino,Santa Maria,RS,Ranger,Ford,2016,160738.74,Amarelo,Não,4,Sim,PJ,Carros & Cia
2536,2021-09-12,Amy Garcia,28,Masculino,São Bernardo do Campo,SP,Civic,Honda,2018,145593.82,Vermelho,Não,4,Sim,PJ,AutoCenter
2537,2023-05-30,Benjamin Thomas,19,Masculino,Cabo Frio,RJ,Hilux,Toyota,2015,322144.64,Bege,Sim,4,Sim,PJ,Meu Carro Novo
2538,2021-01-04,Lori Hartman,47,Feminino,Santos,SP,Hilux,Toyota,2017,114809.21,Branco,Sim,2,Não,PF,Brasil Carros
2539,2019-12-12,Anthony Melton,19,Feminino,Foz do Iguaçu,PR,Cobalt,Chevrolet,2019,163567.45,Branco,Sim,4,Sim,PJ,Meu Carro Novo
2540,2024-01-30,Patrick Washington,65,Feminino,Campinas,SP,Onix,Chevrolet,2020,81824.86,Vermelho,Sim,2,Não,PJ,AutoCenter
2541,2023-06-05,Jill Guerra,28,Feminino,Petrolina,PE,Focus,Ford,2016,83296.41,Bege,Não,4,Não,PF,AutoCenter
2542,2023-04-18,Kaitlyn Smith,65,Feminino,Blumenau,SC,Civic,Honda,2015,140848.2,Verde,Não,2,Não,PJ,Carro Ideal
2543,2023-03-03,Ryan Melton,35,Feminino,Sorocaba,SP,Polo,Volkswagen,2016,87104.47,Prata,Sim,2,Não,PJ,Carros & Cia
2544,2023-04-21,Jacqueline Rodgers,40,Masculino,Maringá,PR,Civic,Honda,2015,171812.82,Azul,Sim,2,Sim,PF,Carros & Cia
2545,2023-03-28,Anthony Martinez,57,Masculino,Anápolis,GO,Gol,Volkswagen,2019,90611.15,Prata,Não,2,Não,PJ,Carros do Brasil
2546,2023-02-14,Cindy Savage,42,Feminino,Salvador,BA,S10,Chevrolet,2018,245460.28,Verde,Sim,4,Sim,PF,Top Car Veículos
2547,2019-04-17,Michael Pittman,42,Masculino,Olinda,PE,Virtus,Volkswagen,2017,91614.11,Vermelho,Sim,4,Não,PJ,Carro Ideal
2548,2019-08-18,Kelly Herman,38,Feminino,Vitória da Conquista,BA,HB20,Hyundai,2019,58396.63,Bege,Sim,4,Não,PF,Carros do Brasil
2549,2024-08-26,Richard Diaz,30,Feminino,Criciúma,SC,Ranger,Ford,2017,250181.21,Preto,Sim,4,Não,PF,Viva Carros
2550,2019-01-24,Susan Mayo,64,Feminino,Sorocaba,SP,HB20,Hyundai,2017,62858.12,Bege,Não,2,Sim,PF,Top Car Veículos
2551,2021-02-01,Mark Spencer,30,Feminino,Blumenau,SC,Civic,Honda,2019,132805.72,Prata,Não,2,Não,PF,Brasil Carros
2552,2023-09-03,Kimberly Woods MD,61,Masculino,Cabo Frio,RJ,Cobalt,Chevrolet,2022,164473.46,Azul,Não,4,Não,PJ,Carro Ideal
2553,2022-05-29,Kathryn Chang,64,Feminino,Campinas,SP,Focus,Ford,2015,40493.71,Prata,Não,2,Não,PF,Carros do Brasil
2554,2024-02-11,Keith George,33,Feminino,Foz do Iguaçu,PR,Yaris,Toyota,2019,163447.9,Verde,Não,2,Não,PF,Viva Carros
2555,2023-01-05,Anita Williams,51,Masculino,Porto Alegre,RS,Cobalt,Chevrolet,2015,196426.67,Verde,Sim,2,Não,PJ,Viva Carros
2556,2023-03-15,Christopher Burton,38,Feminino,Pelotas,RS,Cobalt,Chevrolet,2021,292217.24,Vermelho,Sim,2,Não,PF,Carros & Cia
2557,2022-04-22,Richard Thomas,53,Masculino,Lages,SC,HB20,Hyundai,2020,48732.67,Verde,Não,4,Não,PJ,Top Car Veículos
2558,2021-04-13,Andrea Cisneros,70,Masculino,Feira de Santana,BA,Civic,Honda,2016,121752.58,Branco,Não,2,Não,PF,Brasil Carros
2559,2022-06-28,Becky Rosario,18,Feminino,Recife,PE,HR-V,Honda,2019,130067.06,Amarelo,Sim,2,Não,PF,Viva Carros
2560,2020-02-16,Aaron Brown,42,Masculino,Caxias do Sul,RS,HB20,Hyundai,2018,43539.27,Azul,Não,2,Não,PJ,Brasil Carros
2561,2023-09-29,Gabriel Jefferson,48,Masculino,São Paulo,SP,Ranger,Ford,2018,319210.9,Bege,Não,4,Não,PJ,Brasil Carros
2562,2021-10-03,Tony Blair,54,Feminino,Itabuna,BA,Creta,Hyundai,2021,176998.5,Prata,Sim,2,Não,PJ,Carro Ideal
2563,2023-11-22,Jennifer Harris,53,Masculino,Duque de Caxias,RJ,Tracker,Chevrolet,2019,153989.43,Vermelho,Sim,4,Não,PJ,Carros do Brasil
2564,2020-12-28,Cody Hernandez,30,Feminino,Santos,SP,Creta,Hyundai,2018,199952.76,Verde,Não,4,Não,PJ,Carros & Cia
2565,2020-10-22,Emily Morrison,26,Feminino,Luziânia,GO,i30,Hyundai,2020,168797.9,Cinza,Sim,2,Sim,PJ,Viva Carros
2566,2019-03-20,Sarah Valenzuela,26,Feminino,Feira de Santana,BA,HR-V,Honda,2015,159173.76,Branco,Não,4,Sim,PJ,AutoCenter
2567,2024-09-24,Roger Cross,34,Feminino,Passo Fundo,RS,Cobalt,Chevrolet,2022,180196.97,Amarelo,Não,4,Sim,PF,Super Carros
2568,2023-04-11,Tony Herrera,47,Feminino,Lages,SC,Fit,Honda,2022,89191.07,Vermelho,Sim,4,Não,PF,Carros do Brasil
2569,2021-10-24,Christina Miller,62,Masculino,Passo Fundo,RS,Yaris,Toyota,2017,156583.02,Prata,Sim,4,Sim,PF,Carros do Brasil
2570,2021-04-14,Laura Mills,32,Masculino,Caxias do Sul,RS,T-Cross,Volkswagen,2020,196205.5,Cinza,Sim,4,Não,PF,Carros do Brasil
2571,2024-11-07,Kevin Orr,48,Masculino,Ilhéus,BA,S10,Chevrolet,2022,341422.28,Azul,Sim,2,Sim,PJ,Super Carros
2572,2019-05-26,Gabrielle Miller,65,Feminino,Recife,PE,Corolla,Toyota,2019,137077.59,Prata,Não,4,Sim,PJ,Carros do Brasil
2573,2024-12-13,Aaron Smith,56,Feminino,Rio Verde,GO,Cobalt,Chevrolet,2017,87190.05,Verde,Não,2,Não,PF,Carros do Brasil
2574,2021-05-17,Kenneth Harris,63,Feminino,Lages,SC,i30,Hyundai,2017,56156.95,Prata,Não,2,Sim,PF,AutoCenter
2575,2022-09-10,Christopher Douglas,32,Feminino,Luziânia,GO,Hilux,Toyota,2015,260813.07,Azul,Sim,4,Não,PJ,AutoCenter
2576,2024-09-03,Andrea Henderson,45,Masculino,Passo Fundo,RS,Onix,Chevrolet,2016,74236.69,Branco,Sim,4,Sim,PF,Viva Carros
2577,2024-10-11,Mitchell Flowers,30,Feminino,Goiânia,GO,HR-V,Honda,2022,283790.12,Cinza,Não,4,Não,PJ,Fácil Carro
2578,2024-10-23,Brittany Mccarthy,26,Masculino,Ponta Grossa,PR,Onix,Chevrolet,2015,58430.36,Bege,Sim,4,Sim,PJ,Fácil Carro
2579,2019-08-02,Robert Johnson,49,Masculino,Maringá,PR,T-Cross,Volkswagen,2016,190163.44,Branco,Sim,4,Sim,PF,AutoCenter
2580,2024-04-07,Erika Harrington,34,Masculino,Curitiba,PR,Virtus,Volkswagen,2022,159571.26,Branco,Sim,4,Não,PF,Super Carros
2581,2024-03-31,Jacob Reynolds,70,Masculino,Florianópolis,SC,Yaris,Toyota,2024,137140.43,Azul,Sim,2,Não,PJ,AutoCenter
2582,2019-06-24,Matthew Taylor,66,Masculino,Campinas,SP,HR-V,Honda,2015,192313.23,Azul,Não,2,Sim,PF,AutoCenter
2583,2024-03-29,Claudia Potts,60,Masculino,Aparecida de Goiânia,GO,Corolla,Toyota,2017,182204.49,Cinza,Sim,2,Não,PJ,Carro Ideal
2584,2019-01-27,Philip Mclaughlin,19,Feminino,Vila Velha,ES,Civic,Honda,2015,82847.07,Vermelho,Sim,4,Sim,PJ,Super Carros
2585,2023-10-31,Rebecca Underwood,61,Masculino,Pelotas,RS,Ranger,Ford,2016,167853.13,Branco,Sim,4,Não,PJ,Meu Carro Novo
2586,2022-09-27,Joshua Moore,31,Masculino,São Bernardo do Campo,SP,S10,Chevrolet,2017,131497.09,Cinza,Não,4,Não,PF,Fácil Carro
2587,2019-01-21,Alexandria Perry,27,Masculino,São Paulo,SP,HR-V,Honda,2018,116494.83,Verde,Não,2,Sim,PJ,Top Car Veículos
2588,2024-05-10,Kelly Fox,54,Feminino,Uberlândia,MG,Focus,Ford,2018,274369.87,Vermelho,Não,2,Sim,PJ,AutoCenter
2589,2024-05-31,Nicole Reyes,18,Masculino,Petrolina,PE,Cobalt,Chevrolet,2022,309417.88,Amarelo,Sim,4,Sim,PF,Carro Ideal
2590,2021-05-26,Vincent Barber,23,Feminino,Contagem,MG,T-Cross,Volkswagen,2017,138734.46,Vermelho,Sim,4,Não,PF,Carros do Brasil
2591,2022-07-01,Melissa Miller,61,Feminino,Sorocaba,SP,Yaris,Toyota,2020,119457.27,Azul,Sim,2,Não,PF,Carro Ideal
2592,2020-07-10,Maria Preston,58,Masculino,Maringá,PR,Cobalt,Chevrolet,2019,125855.71,Branco,Não,4,Não,PJ,Super Carros
2593,2019-05-16,Darren Brown,23,Masculino,Blumenau,SC,T-Cross,Volkswagen,2019,98152.29,Amarelo,Sim,4,Não,PF,Meu Carro Novo
2594,2019-08-19,Ms. Lynn Williams,55,Masculino,Rio Verde,GO,i30,Hyundai,2019,74776.79,Vermelho,Não,4,Sim,PF,Brasil Carros
2595,2022-10-13,Robin Anderson,52,Masculino,Salvador,BA,Tracker,Chevrolet,2022,243903.79,Verde,Não,4,Sim,PF,Super Carros
2596,2024-12-08,Brent Mitchell,56,Masculino,Luziânia,GO,Fit,Honda,2021,85679.48,Amarelo,Sim,4,Não,PJ,Brasil Carros
2597,2021-03-22,Christopher Powell,35,Feminino,São Paulo,SP,Focus,Ford,2017,470080.09,Amarelo,Sim,4,Não,PJ,Meu Carro Novo
2598,2019-09-20,James Hahn,34,Masculino,São Bernardo do Campo,SP,i30,Hyundai,2018,386433.54,Verde,Não,4,Sim,PF,Carro Ideal
2599,2022-02-05,Samantha Atkinson,29,Masculino,São Bernardo do Campo,SP,i30,Hyundai,2022,353583.93,Cinza,Sim,2,Não,PF,Super Carros
2600,2022-08-30,John Lane,56,Masculino,Niterói,RJ,Ka,Ford,2022,45742.76,Azul,Não,4,Sim,PJ,Super Carros
2601,2023-02-20,William Colon,46,Masculino,Serra,ES,Creta,Hyundai,2017,141267.76,Azul,Sim,2,Sim,PF,AutoCenter
2602,2024-08-22,Nathan Steele,43,Feminino,Vitória,ES,HB20,Hyundai,2016,65666.61,Verde,Não,4,Sim,PF,Meu Carro Novo
2603,2023-09-25,Natasha Johnson,19,Feminino,Cabo Frio,RJ,Creta,Hyundai,2017,130359.41,Preto,Sim,2,Não,PJ,Viva Carros
2604,2019-11-29,Tamara Robertson,60,Masculino,Porto Alegre,RS,Focus,Ford,2017,31475.82,Vermelho,Sim,4,Não,PJ,Meu Carro Novo
2605,2023-03-20,Alyssa Anderson,39,Feminino,Juiz de Fora,MG,HR-V,Honda,2021,192289.57,Vermelho,Sim,2,Não,PF,Carros & Cia
2606,2024-07-05,Jerome Fisher Jr.,47,Feminino,Volta Redonda,RJ,Polo,Volkswagen,2018,56370.5,Verde,Não,2,Sim,PJ,Top Car Veículos
2607,2023-06-15,Joshua Ross,48,Feminino,Ponta Grossa,PR,Creta,Hyundai,2020,262472.16,Vermelho,Sim,4,Não,PF,Super Carros
2608,2019-12-25,Nicole Gomez,36,Feminino,Passo Fundo,RS,T-Cross,Volkswagen,2015,104027.46,Preto,Sim,2,Sim,PJ,Carros & Cia
2609,2020-10-11,Jessica Garcia,43,Masculino,Cachoeiro de Itapemirim,ES,Virtus,Volkswagen,2019,95313.7,Bege,Sim,4,Não,PJ,Meu Carro Novo
2610,2024-07-11,Courtney Tapia,33,Feminino,Betim,MG,Hilux,Toyota,2024,286221.52,Vermelho,Sim,4,Sim,PJ,Top Car Veículos
2611,2023-11-19,Jason Nelson,60,Feminino,Goiânia,GO,Hilux,Toyota,2019,154029.52,Prata,Não,4,Não,PJ,Carro Ideal
2612,2024-06-05,Carmen Ellis,51,Feminino,Rio de Janeiro,RJ,Onix,Chevrolet,2017,78703.8,Preto,Sim,2,Sim,PJ,Super Carros
2613,2023-05-11,Clarence Ward,30,Masculino,Cabo Frio,RJ,Onix,Chevrolet,2018,54347.62,Prata,Sim,2,Não,PF,Brasil Carros
2614,2019-11-06,Meghan Sutton,50,Feminino,Sorocaba,SP,Yaris,Toyota,2015,126265.69,Cinza,Sim,2,Não,PF,Carros do Brasil
2615,2021-09-22,Molly Shields,35,Masculino,Uberlândia,MG,Yaris,Toyota,2016,125941.42,Verde,Sim,2,Não,PF,AutoCenter
2616,2023-06-11,Sabrina Jackson,69,Masculino,Foz do Iguaçu,PR,Creta,Hyundai,2019,175714.65,Verde,Sim,2,Sim,PJ,Viva Carros
2617,2024-11-24,Christian Cervantes,47,Feminino,Pelotas,RS,T-Cross,Volkswagen,2024,272696.97,Amarelo,Sim,2,Não,PJ,Carros do Brasil
2618,2022-07-15,Tammy Turner,57,Feminino,Serra,ES,HR-V,Honda,2016,118396.95,Verde,Sim,2,Não,PJ,Top Car Veículos
2619,2020-02-29,Terry Ponce,41,Feminino,Vitória,ES,Corolla,Toyota,2015,83924.92,Prata,Não,4,Não,PF,Carros & Cia
2620,2023-11-23,Michael Tyler,29,Masculino,Lages,SC,Civic,Honda,2019,178074.04,Amarelo,Sim,2,Sim,PJ,Carros & Cia
2621,2022-02-20,Dawn Myers DDS,39,Feminino,Santos,SP,HR-V,Honda,2020,180820.01,Bege,Sim,4,Sim,PF,Carros & Cia
2622,2019-12-18,Ann Woods,38,Feminino,Caxias do Sul,RS,Cobalt,Chevrolet,2016,352882.58,Amarelo,Sim,2,Sim,PF,Top Car Veículos
2623,2020-07-15,Brittany Harvey,60,Masculino,Petrolina,PE,HB20,Hyundai,2016,42830.92,Amarelo,Não,2,Sim,PJ,Carros & Cia
2624,2022-02-20,Melissa Chen,20,Masculino,Passo Fundo,RS,T-Cross,Volkswagen,2019,244245.85,Verde,Não,2,Sim,PJ,Carros do Brasil
2625,2021-10-23,Colin Peterson,62,Masculino,Criciúma,SC,Hilux,Toyota,2019,190990.43,Bege,Não,4,Sim,PJ,Carros do Brasil
2626,2023-08-13,Edward Webb,54,Feminino,Feira de Santana,BA,Ranger,Ford,2021,155893.94,Cinza,Sim,4,Sim,PJ,Carro Ideal
2627,2020-01-26,Lisa Raymond,53,Feminino,Feira de Santana,BA,S10,Chevrolet,2020,199602.85,Bege,Não,4,Não,PJ,AutoCenter
2628,2023-01-21,David White,42,Feminino,Duque de Caxias,RJ,Polo,Volkswagen,2023,93868.6,Bege,Sim,4,Sim,PJ,Viva Carros
2629,2020-11-02,Albert Travis,59,Masculino,Vila Velha,ES,Civic,Honda,2018,147486.48,Bege,Sim,4,Não,PJ,Brasil Carros
2630,2021-10-05,Heather Russo,50,Feminino,Lages,SC,Polo,Volkswagen,2015,38381.06,Bege,Sim,2,Não,PJ,Top Car Veículos
2631,2023-08-27,Erin Graves,50,Masculino,Niterói,RJ,Corolla,Toyota,2019,201106.99,Verde,Sim,2,Não,PF,Carros & Cia
2632,2019-06-18,Betty Anderson,49,Feminino,Campinas,SP,T-Cross,Volkswagen,2017,198798.61,Prata,Sim,4,Não,PJ,Fácil Carro
2633,2021-08-24,Kevin Mccoy,18,Masculino,Ponta Grossa,PR,Creta,Hyundai,2017,169161.68,Verde,Não,2,Sim,PF,Carros do Brasil
2634,2021-01-05,Brian Ford,48,Masculino,Pelotas,RS,Civic,Honda,2019,101133.25,Bege,Sim,4,Não,PJ,AutoCenter
2635,2019-04-21,Steven Oconnor,62,Feminino,Jaboatão dos Guararapes,PE,i30,Hyundai,2019,91123.95,Amarelo,Sim,2,Sim,PF,AutoCenter
2636,2022-10-22,Ethan Ball,66,Masculino,Sorocaba,SP,Civic,Honda,2016,183144.35,Cinza,Sim,2,Não,PF,Carros do Brasil
2637,2020-02-12,Mario Peck,70,Masculino,Porto Alegre,RS,Tracker,Chevrolet,2017,141103.39,Bege,Não,2,Não,PF,Top Car Veículos
2638,2023-11-19,Kristen Page,27,Masculino,Volta Redonda,RJ,HB20,Hyundai,2021,77183.44,Preto,Não,2,Não,PF,Carros & Cia
2639,2019-02-22,Kyle Duncan,57,Feminino,Criciúma,SC,Cobalt,Chevrolet,2016,61308.15,Branco,Sim,4,Sim,PJ,Carros do Brasil
2640,2022-02-22,Judith Griffin,32,Masculino,Recife,PE,Polo,Volkswagen,2020,74957.97,Cinza,Sim,2,Não,PF,Brasil Carros
2641,2019-11-16,Stephen Harding,26,Feminino,Criciúma,SC,Ka,Ford,2016,30204.95,Prata,Não,4,Não,PJ,Carros do Brasil
2642,2019-01-22,Claudia Meyer,55,Feminino,Passo Fundo,RS,Corolla,Toyota,2015,112380.33,Azul,Não,4,Não,PF,AutoCenter
2643,2020-04-02,Laurie Buchanan,23,Masculino,Passo Fundo,RS,Civic,Honda,2019,141578.31,Cinza,Não,4,Sim,PF,Top Car Veículos
2644,2019-11-15,Lisa Bennett,70,Masculino,Joinville,SC,Civic,Honda,2017,88724.78,Preto,Não,2,Não,PJ,Brasil Carros
